Stygian Owl,STOW
Sulphur-bellied Flycatcher,SBFL
Summer Tanager,SUTA
Sungrebe,SUNG
Surf Scoter,SUSC
Surfbird,SURF
Swainson's Hawk,SWHA
Swainson's Thrush,RBTH
Swainson's Warbler,SWWA
Swallow-tailed Gull,STGU
Swallow-tailed Kite,STKI
Swamp Sparrow,SWSP
Swinhoe's Storm-Petrel,SWSP
Tahiti Petrel,TAPE
Taiga Bean-Goose,BEGO
Taiga Flycatcher,RTFL
Tamaulipas Crow,TACR
Tawny-shouldered Blackbird,TSBL
Temminck's Stint,TEST
Tennessee Warbler,TEWA
Terek Sandpiper,TESA
Thick-billed Kingbird,TBKI
Thick-billed Longspur,MCLO
Thick-billed Murre,BRGU
Thick-billed Parrot,TBPA
Thick-billed Vireo,TBVI
Thick-billed Warbler,TBWA
Townsend's Solitaire,TOSO
Townsend's Storm-Petrel,TSPE
Townsend's Warbler,TOWA
Tree Pipit,TRPI
Tree Swallow,TRSW
Tricolored Blackbird,TRBL
Tricolored Heron,TRHE
Tricolored Munia,TRMU
Trindade Petrel,TRPE
Tristram's Storm-Petrel,TSPE
Tropical Kingbird,TRKI
Tropical Parula,TRPA
Trumpeter Swan,TRSW
Tufted Duck,TUDU
Tufted Flycatcher,NTFL
Tufted Puffin,TUPU
Tufted Titmouse,TUTI
Tundra Bean-Goose,BEGO
Tundra Swan,BESW
Turkey Vulture,TUVU
Ula-ai-hawane,ULAH
Upland Sandpiper,UPSA
Varied Bunting,VABU
Varied Thrush,VATH
Variegated Flycatcher,VAFL
Vaux's Swift,VASW
Veery,VEER
Verdin,VERD
Vermilion Flycatcher,VFSP
Vesper Sparrow,VESP
Violet-crowned Hummingbird,VCHU
Violet-green Swallow,VGSW
Virginia Rail,VIRA
Virginia's Warbler,VIWA
Wandering Albatross,WASP
Wandering Tattler,WATA
Warbling Vireo,WAVI
Warbling White-eye,WWEY
Wedge-rumped Storm-Petrel,WRSP
Wedge-tailed Shearwater,WTSH
Western Bluebird,WEBL
Western Grebe,WEGR
Western Gull,WEGU
Western Kingbird,WEKI
Western Meadowlark,WEME
Western Reef-Heron,WRHE
Western Sandpiper,WESA
Western Screech-Owl,WSOW
Western Spindalis,WESP
Western Tanager,WETA
Western Wood-Pewee,WWPE
Whimbrel,EUWH
Whiskered Auklet,WHAU
Whiskered Screech-Owl,WSOW
Whiskered Tern,WHTE
White Ibis,AWIB
White Tern,CWTE
White Wagtail,PWWA
White-breasted Nuthatch,WBNU
White-capped Albatross,SCAL
White-cheeked Pintail,WCPI
White-chinned Petrel,WCPE
White-collared Swift,WCSW
White-crested Elaenia,WCEL
White-crowned Pigeon,WCPI
White-crowned Sparrow,WCSP
White-eared Hummingbird,WEHU
White-eyed Vireo,WEVI
White-faced Ibis,WFIB
White-faced Storm-Petrel,WFSP
White-headed Woodpecker,WHWO
White-necked Petrel,WNPE
White-rumped Sandpiper,WRSA
White-rumped Shama,WRCS
White-tailed Eagle,WTSE
White-tailed Hawk,WTHA
White-tailed Kite,WTKI
White-tailed Ptarmigan,WTPT
White-tailed Tropicbird,WTTR
White-throated Needletail,WTNE
White-throated Sparrow,WTSP
White-throated Swift,WTSW
White-throated Thrush,WTNT
White-tipped Dove,WTDO
White-winged Crossbill,TBCR
White-winged Dove,WWDO
White-winged Parakeet,WWPA
White-winged Scoter,WWSC
White-winged Tern,WWBT
Whooper Swan,WHSW
Whooping Crane,WHCR
Wild Turkey,WITU
Willet,WILL
Williamson's Sapsucker,WISA
Willow Flycatcher,WIFL
Willow Ptarmigan,WIGR
Willow Warbler,WIWA
Wilson's Phalarope,WIPH
Wilson's Plover,WIPL
Wilson's Snipe,WISN
Wilson's Storm-Petrel,WSPE
Wilson's Warbler,WIWA
Winter Wren,AWWR
Wood Duck,CWDU
Wood Sandpiper,WOSA
Wood Stork,WOST
Wood Thrush,WOTH
Wood Warbler,WOWA
Woodhouse's Scrub-Jay,WSJA
Worm-eating Warbler,WEWA
Worthen's Sparrow,WOSP
Wrentit,WREN
Xantus's Hummingbird,XAHU
Yellow Bittern,YEBI
Yellow Grosbeak,YEGR
Yellow Rail,YERA
Yellow Warbler,AYWA
Yellow-bellied Flycatcher,YBFL
Yellow-bellied Sapsucker,YBSA
Yellow-billed Cardinal,YBCA
Yellow-billed Cuckoo,YBCU
Yellow-billed Loon,WBDI
Yellow-billed Magpie,YBMA
Yellow-breasted Bunting,YBBU
Yellow-breasted Chat,YBCH
Yellow-browed Bunting,YBBU
Yellow-browed Warbler,YBWA
Yellow-chevroned Parakeet,YCPA
Yellow-crowned Night-Heron,YCNH
Yellow-eyed Junco,YEJU
Yellow-faced Grassquit,YFGR
Yellow-footed Gull,YFGU
Yellow-fronted Canary,YFCA
Yellow-green Vireo,YGVI
Yellow-headed Blackbird,YHBL
Yellow-legged Gull,YLGU
Yellow-nosed Albatross,AYNA
Yellow-rumped Warbler,MYWA
Yellow-throated Bunting,YTBU
Yellow-throated Vireo,YTVI
Yellow-throated Warbler,YTWA
Yucatan Vireo,YUVI
Zebra Dove,ZEDO
Zenaida Dove,ZEDO
Zino's Petrel,ZIPE
Zone-tailed Hawk,ZTHA
